longitude_degE latitude_degN Evel_mmyr Nvel_mmyr plate_reference model
-176.000000 44.000000 -52.15 29.97 PA(NNR) GSRMv1.2
-176.000000 46.000000 -50.71 29.96 PA(NNR) GSRMv1.2
-176.000000 48.000000 -49.22 29.96 PA(NNR) GSRMv1.2
-176.000000 50.000000 -47.66 29.96 PA(NNR) GSRMv1.2
-176.000000 52.000000 1.25 -22.72 NA(NNR) GSRMv1.2
-176.000000 54.000000 1.29 -22.72 NA(NNR) GSRMv1.2
-176.000000 56.000000 1.33 -22.72 NA(NNR) GSRMv1.2
-176.000000 58.000000 1.37 -22.71 NA(NNR) GSRMv1.2
-176.000000 60.000000 1.41 -22.71 NA(NNR) GSRMv1.2
-176.000000 62.000000 1.45 -22.71 NA(NNR) GSRMv1.2
-176.000000 64.000000 1.49 -22.71 NA(NNR) GSRMv1.2
-176.000000 66.000000 1.52 -22.70 NA(NNR) GSRMv1.2
-176.000000 68.000000 1.55 -22.70 NA(NNR) GSRMv1.2
-176.000000 70.000000 1.58 -22.70 NA(NNR) GSRMv1.2
-176.000000 72.000000 1.61 -22.70 NA(NNR) GSRMv1.2
-176.000000 74.000000 1.64 -22.70 NA(NNR) GSRMv1.2
-176.000000 76.000000 1.66 -22.70 NA(NNR) GSRMv1.2
-176.000000 78.000000 1.68 -22.69 NA(NNR) GSRMv1.2
-176.000000 80.000000 1.70 -22.69 NA(NNR) GSRMv1.2
-176.000000 82.000000 1.72 -22.69 NA(NNR) GSRMv1.2
-176.000000 84.000000 1.74 -22.69 NA(NNR) GSRMv1.2
-176.000000 86.000000 1.75 -22.69 NA(NNR) GSRMv1.2
-176.000000 88.000000 1.76 -22.69 NA(NNR) GSRMv1.2
-176.000000 90.000000 1.77 -22.69 NA(NNR) GSRMv1.2
-174.000000 -90.000000 7.22 -9.27 AN(NNR) GSRMv1.2
-174.000000 -88.000000 8.01 -9.27 AN(NNR) GSRMv1.2
-174.000000 -86.000000 8.79 -9.27 AN(NNR) GSRMv1.2
-174.000000 -84.000000 9.55 -9.27 AN(NNR) GSRMv1.2
-174.000000 -82.000000 10.31 -9.27 AN(NNR) GSRMv1.2
-174.000000 -80.000000 11.05 -9.27 AN(NNR) GSRMv1.2
-174.000000 -78.000000 11.78 -9.27 AN(NNR) GSRMv1.2
-174.000000 -76.000000 12.49 -9.27 AN(NNR) GSRMv1.2
-174.000000 -74.000000 13.19 -9.27 AN(NNR) GSRMv1.2
-174.000000 -72.000000 13.88 -9.27 AN(NNR) GSRMv1.2
-174.000000 -70.000000 14.54 -9.27 AN(NNR) GSRMv1.2
-174.000000 -68.000000 15.19 -9.27 AN(NNR) GSRMv1.2
-174.000000 -66.000000 15.82 -9.27 AN(NNR) GSRMv1.2
-174.000000 -64.000000 -23.20 30.17 PA(NNR) GSRMv1.2
-174.000000 -62.000000 -25.34 30.17 PA(NNR) GSRMv1.2
-174.000000 -60.000000 -27.44 30.18 PA(NNR) GSRMv1.2
-174.000000 -58.000000 -29.51 30.18 PA(NNR) GSRMv1.2
-174.000000 -56.000000 -31.55 30.18 PA(NNR) GSRMv1.2
-174.000000 -54.000000 -33.54 30.18 PA(NNR) GSRMv1.2
-174.000000 -52.000000 -35.49 30.19 PA(NNR) GSRMv1.2
-174.000000 -50.000000 -37.40 30.19 PA(NNR) GSRMv1.2
-174.000000 -48.000000 -39.27 30.20 PA(NNR) GSRMv1.2
-174.000000 -46.000000 -41.08 30.20 PA(NNR) GSRMv1.2
-174.000000 -44.000000 -42.85 30.20 PA(NNR) GSRMv1.2
-174.000000 -42.000000 -44.56 30.21 PA(NNR) GSRMv1.2
-174.000000 -40.000000 -46.22 30.21 PA(NNR) GSRMv1.2
-174.000000 -38.000000 -47.82 30.21 PA(NNR) GSRMv1.2
-174.000000 -36.000000 -49.36 30.22 PA(NNR) GSRMv1.2
-174.000000 -34.000000 -50.84 30.22 PA(NNR) GSRMv1.2
-174.000000 -32.000000 -52.26 30.22 PA(NNR) GSRMv1.2
-174.000000 -30.000000 -53.62 30.23 PA(NNR) GSRMv1.2
-174.000000 -28.000000 -54.91 30.23 PA(NNR) GSRMv1.2
-174.000000 -26.000000 -56.13 30.23 PA(NNR) GSRMv1.2
-174.000000 -24.000000 15.54 29.12 AU(NNR) GSRMv1.2
-174.000000 -22.000000 17.65 29.12 AU(NNR) GSRMv1.2
-174.000000 -20.000000 19.74 29.12 AU(NNR) GSRMv1.2
-174.000000 -18.000000 21.81 29.13 AU(NNR) GSRMv1.2
-174.000000 -16.000000 23.85 29.13 AU(NNR) GSRMv1.2
-174.000000 -14.000000 -62.00 30.25 PA(NNR) GSRMv1.2
-174.000000 -12.000000 -62.72 30.25 PA(NNR) GSRMv1.2
-174.000000 -10.000000 -63.36 30.25 PA(NNR) GSRMv1.2
-174.000000 -8.000000 -63.93 30.25 PA(NNR) GSRMv1.2
-174.000000 -6.000000 -64.42 30.25 PA(NNR) GSRMv1.2
-174.000000 -4.000000 -64.83 30.25 PA(NNR) GSRMv1.2
-174.000000 -2.000000 -65.16 30.25 PA(NNR) GSRMv1.2
-174.000000 0.000000 -65.42 30.25 PA(NNR) GSRMv1.2
-174.000000 2.000000 -65.59 30.25 PA(NNR) GSRMv1.2
-174.000000 4.000000 -65.69 30.25 PA(NNR) GSRMv1.2
-174.000000 6.000000 -65.71 30.25 PA(NNR) GSRMv1.2
-174.000000 8.000000 -65.64 30.25 PA(NNR) GSRMv1.2
-174.000000 10.000000 -65.50 30.25 PA(NNR) GSRMv1.2
-174.000000 12.000000 -65.28 30.25 PA(NNR) GSRMv1.2
-174.000000 14.000000 -64.98 30.25 PA(NNR) GSRMv1.2
-174.000000 16.000000 -64.60 30.24 PA(NNR) GSRMv1.2
-174.000000 18.000000 -64.14 30.24 PA(NNR) GSRMv1.2
-174.000000 20.000000 -63.60 30.24 PA(NNR) GSRMv1.2
-174.000000 22.000000 -62.99 30.24 PA(NNR) GSRMv1.2
-174.000000 24.000000 -62.30 30.23 PA(NNR) GSRMv1.2
-174.000000 26.000000 -61.54 30.23 PA(NNR) GSRMv1.2
-174.000000 28.000000 -60.70 30.23 PA(NNR) GSRMv1.2
-174.000000 30.000000 -59.78 30.23 PA(NNR) GSRMv1.2
-174.000000 32.000000 -58.80 30.22 PA(NNR) GSRMv1.2
-174.000000 34.000000 -57.74 30.22 PA(NNR) GSRMv1.2
-174.000000 36.000000 -56.61 30.22 PA(NNR) GSRMv1.2
-174.000000 38.000000 -55.41 30.21 PA(NNR) GSRMv1.2
-174.000000 40.000000 -54.15 30.21 PA(NNR) GSRMv1.2
-174.000000 42.000000 -52.82 30.21 PA(NNR) GSRMv1.2
-174.000000 44.000000 -51.42 30.20 PA(NNR) GSRMv1.2
-174.000000 46.000000 -49.96 30.20 PA(NNR) GSRMv1.2
-174.000000 48.000000 -48.44 30.20 PA(NNR) GSRMv1.2
-174.000000 50.000000 -46.86 30.19 PA(NNR) GSRMv1.2
-174.000000 52.000000 0.62 -22.77 NA(NNR) GSRMv1.2
-174.000000 54.000000 0.65 -22.77 NA(NNR) GSRMv1.2
-174.000000 56.000000 0.68 -22.76 NA(NNR) GSRMv1.2
-174.000000 58.000000 0.70 -22.76 NA(NNR) GSRMv1.2
-174.000000 60.000000 0.73 -22.76 NA(NNR) GSRMv1.2
-174.000000 62.000000 0.75 -22.76 NA(NNR) GSRMv1.2
-174.000000 64.000000 0.77 -22.75 NA(NNR) GSRMv1.2
-174.000000 66.000000 0.79 -22.75 NA(NNR) GSRMv1.2
-174.000000 68.000000 0.82 -22.75 NA(NNR) GSRMv1.2
-174.000000 70.000000 0.84 -22.75 NA(NNR) GSRMv1.2
-174.000000 72.000000 0.86 -22.75 NA(NNR) GSRMv1.2
-174.000000 74.000000 0.87 -22.75 NA(NNR) GSRMv1.2
-174.000000 76.000000 0.89 -22.74 NA(NNR) GSRMv1.2
-174.000000 78.000000 0.91 -22.74 NA(NNR) GSRMv1.2
-174.000000 80.000000 0.92 -22.74 NA(NNR) GSRMv1.2
-174.000000 82.000000 0.93 -22.74 NA(NNR) GSRMv1.2
-174.000000 84.000000 0.95 -22.74 NA(NNR) GSRMv1.2
-174.000000 86.000000 0.96 -22.74 NA(NNR) GSRMv1.2
-174.000000 88.000000 0.97 -22.74 NA(NNR) GSRMv1.2
-174.000000 90.000000 0.98 -22.74 NA(NNR) GSRMv1.2
-172.000000 -90.000000 7.54 -9.01 AN(NNR) GSRMv1.2
-172.000000 -88.000000 8.33 -9.01 AN(NNR) GSRMv1.2
-172.000000 -86.000000 9.10 -9.01 AN(NNR) GSRMv1.2
-172.000000 -84.000000 9.87 -9.01 AN(NNR) GSRMv1.2
-172.000000 -82.000000 10.62 -9.01 AN(NNR) GSRMv1.2
-172.000000 -80.000000 11.37 -9.01 AN(NNR) GSRMv1.2
-172.000000 -78.000000 12.09 -9.01 AN(NNR) GSRMv1.2
-172.000000 -76.000000 12.80 -9.01 AN(NNR) GSRMv1.2
-172.000000 -74.000000 13.50 -9.01 AN(NNR) GSRMv1.2
-172.000000 -72.000000 14.18 -9.01 AN(NNR) GSRMv1.2
-172.000000 -70.000000 14.84 -9.01 AN(NNR) GSRMv1.2
-172.000000 -68.000000 15.49 -9.01 AN(NNR) GSRMv1.2
-172.000000 -66.000000 16.11 -9.01 AN(NNR) GSRMv1.2
-172.000000 -64.000000 -24.15 30.37 PA(NNR) GSRMv1.2
-172.000000 -62.000000 -26.27 30.37 PA(NNR) GSRMv1.2
