longitude_degE latitude_degN Evel_mmyr Nvel_mmyr plate_reference model
-174.000000 -26.000000 -56.89 32.91 PA(NNR) GEODVEL2010
-174.000000 -24.000000 13.91 30.73 AU(NNR) GEODVEL2010
-174.000000 -22.000000 16.00 30.73 AU(NNR) GEODVEL2010
-174.000000 -20.000000 18.08 30.73 AU(NNR) GEODVEL2010
-174.000000 -18.000000 20.13 30.73 AU(NNR) GEODVEL2010
-174.000000 -16.000000 22.16 30.74 AU(NNR) GEODVEL2010
-174.000000 -14.000000 -63.48 32.92 PA(NNR) GEODVEL2010
-174.000000 -12.000000 -64.32 32.93 PA(NNR) GEODVEL2010
-174.000000 -10.000000 -65.08 32.93 PA(NNR) GEODVEL2010
-174.000000 -8.000000 -65.76 32.93 PA(NNR) GEODVEL2010
-174.000000 -6.000000 -66.36 32.93 PA(NNR) GEODVEL2010
-174.000000 -4.000000 -66.88 32.93 PA(NNR) GEODVEL2010
-174.000000 -2.000000 -67.31 32.93 PA(NNR) GEODVEL2010
-174.000000 0.000000 -67.67 32.93 PA(NNR) GEODVEL2010
-174.000000 2.000000 -67.95 32.93 PA(NNR) GEODVEL2010
-174.000000 4.000000 -68.14 32.93 PA(NNR) GEODVEL2010
-174.000000 6.000000 -68.25 32.93 PA(NNR) GEODVEL2010
-174.000000 8.000000 -68.28 32.93 PA(NNR) GEODVEL2010
-174.000000 10.000000 -68.22 32.93 PA(NNR) GEODVEL2010
-174.000000 12.000000 -68.09 32.93 PA(NNR) GEODVEL2010
-174.000000 14.000000 -67.87 32.92 PA(NNR) GEODVEL2010
-174.000000 16.000000 -67.56 32.92 PA(NNR) GEODVEL2010
-174.000000 18.000000 -67.18 32.92 PA(NNR) GEODVEL2010
-174.000000 20.000000 -66.71 32.92 PA(NNR) GEODVEL2010
-174.000000 22.000000 -66.17 32.91 PA(NNR) GEODVEL2010
-174.000000 24.000000 -65.54 32.91 PA(NNR) GEODVEL2010
-174.000000 26.000000 -64.84 32.91 PA(NNR) GEODVEL2010
-174.000000 28.000000 -64.05 32.91 PA(NNR) GEODVEL2010
-174.000000 30.000000 -63.19 32.90 PA(NNR) GEODVEL2010
-174.000000 32.000000 -62.25 32.90 PA(NNR) GEODVEL2010
-174.000000 34.000000 -61.23 32.90 PA(NNR) GEODVEL2010
-174.000000 36.000000 -60.14 32.89 PA(NNR) GEODVEL2010
-174.000000 38.000000 -58.98 32.89 PA(NNR) GEODVEL2010
-174.000000 40.000000 -57.74 32.88 PA(NNR) GEODVEL2010
-174.000000 42.000000 -56.44 32.88 PA(NNR) GEODVEL2010
-174.000000 44.000000 -55.06 32.88 PA(NNR) GEODVEL2010
-174.000000 46.000000 -53.62 32.87 PA(NNR) GEODVEL2010
-174.000000 48.000000 -52.11 32.87 PA(NNR) GEODVEL2010
-174.000000 50.000000 -50.54 32.87 PA(NNR) GEODVEL2010
-174.000000 52.000000 -1.14 -21.58 NA(NNR) GEODVEL2010
-174.000000 54.000000 -1.11 -21.58 NA(NNR) GEODVEL2010
-174.000000 56.000000 -1.09 -21.57 NA(NNR) GEODVEL2010
-174.000000 58.000000 -1.06 -21.57 NA(NNR) GEODVEL2010
-174.000000 60.000000 -1.04 -21.57 NA(NNR) GEODVEL2010
-174.000000 62.000000 -1.01 -21.57 NA(NNR) GEODVEL2010
-174.000000 64.000000 -0.98 -21.56 NA(NNR) GEODVEL2010
-174.000000 66.000000 -0.95 -21.56 NA(NNR) GEODVEL2010
-174.000000 68.000000 -0.92 -21.56 NA(NNR) GEODVEL2010
-174.000000 70.000000 -0.88 -21.56 NA(NNR) GEODVEL2010
-174.000000 72.000000 -0.85 -21.56 NA(NNR) GEODVEL2010
-174.000000 74.000000 -0.81 -21.56 NA(NNR) GEODVEL2010
-174.000000 76.000000 -0.78 -21.56 NA(NNR) GEODVEL2010
-174.000000 78.000000 -0.74 -21.55 NA(NNR) GEODVEL2010
-174.000000 80.000000 -0.70 -21.55 NA(NNR) GEODVEL2010
-174.000000 82.000000 -0.66 -21.55 NA(NNR) GEODVEL2010
-174.000000 84.000000 -0.62 -21.55 NA(NNR) GEODVEL2010
-174.000000 86.000000 -0.58 -21.55 NA(NNR) GEODVEL2010
-174.000000 88.000000 -0.54 -21.55 NA(NNR) GEODVEL2010
-174.000000 90.000000 -0.50 -21.55 NA(NNR) GEODVEL2010
-172.000000 -90.000000 8.64 -8.56 AN(NNR) GEODVEL2010
-172.000000 -88.000000 9.37 -8.56 AN(NNR) GEODVEL2010
-172.000000 -86.000000 10.09 -8.56 AN(NNR) GEODVEL2010
-172.000000 -84.000000 10.79 -8.56 AN(NNR) GEODVEL2010
-172.000000 -82.000000 11.49 -8.56 AN(NNR) GEODVEL2010
-172.000000 -80.000000 12.16 -8.56 AN(NNR) GEODVEL2010
-172.000000 -78.000000 12.83 -8.56 AN(NNR) GEODVEL2010
-172.000000 -76.000000 13.47 -8.56 AN(NNR) GEODVEL2010
-172.000000 -74.000000 14.10 -8.56 AN(NNR) GEODVEL2010
-172.000000 -72.000000 14.71 -8.56 AN(NNR) GEODVEL2010
-172.000000 -70.000000 15.31 -8.56 AN(NNR) GEODVEL2010
-172.000000 -68.000000 15.89 -8.56 AN(NNR) GEODVEL2010
-172.000000 -66.000000 16.44 -8.56 AN(NNR) GEODVEL2010
-172.000000 -64.000000 -22.61 33.14 PA(NNR) GEODVEL2010
-172.000000 -62.000000 -24.85 33.14 PA(NNR) GEODVEL2010
