stacode;stalat;stalon;evdate;evlat;evlon;phase;phiSCerrmin;phiSC;phiSCerrmax;dtSCerrmin;dtSC;dtSCerrmax;SIerrmin;SI;SIerrmax;SIdiff;pair;ppCMBlat;ppCMBlon;misori;filterlow;filterhigh
KIF;69.0430;20.8037;31-Aug-2016;-3.6900;152.7900;SKS;-13.15;-2.99;5.06;1.00;1.20;1.40;-1.17996;-1.13591;-1.09186;NaN;same;73.8506;59.8871;NaN;0.067;0.200
KONO;59.6491;9.5982;02-Sep-2009;-7.7800;107.3000;SKKS;15.17;27.31;45.51;0.70;1.00;1.50;-0.85239;-0.75613;-0.65986;NaN;same;50.9375;56.6300;NaN;0.067;0.260
KONO;59.6491;9.5982;02-Sep-2009;-7.7800;107.3000;SKS;19.21;27.31;39.44;0.80;1.00;1.30;-0.98012;-0.89896;-0.81780;NaN;same;56.9921;38.5531;NaN;0.067;0.260
KONO;59.6491;9.5982;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.20291;-0.07764;0.04763;NaN;same;70.1129;62.6468;NaN;0.067;0.160
KONO;59.6491;9.5982;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.14921;-0.06870;0.01181;NaN;same;66.5173;27.8049;NaN;0.067;0.160
KOVU;68.2229;20.1607;13-Apr-2014;-11.4500;162.0700;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.31993;-0.19657;-0.07320;NaN;same;73.4108;97.0945;NaN;0.067;0.180
KOVU;68.2229;20.1607;13-Apr-2014;-11.4500;162.0700;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.05318;0.10752;0.16185;NaN;same;74.2741;48.0051;NaN;0.067;0.180
KOVU;68.2229;20.1607;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.11598;-0.05327;0.00945;NaN;same;69.8701;96.9968;NaN;0.067;0.200
KOVU;68.2229;20.1607;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.10319;-0.02061;0.06197;NaN;same;73.2917;56.8484;NaN;0.067;0.200
KU6;66.0255;29.8907;12-Jul-2007;-7.9300;-74.3800;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.09135;-0.03943;0.01249;NaN;same;57.7738;-27.0238;NaN;0.067;0.180
KU6;66.0255;29.8907;12-Jul-2007;-7.9300;-74.3800;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.10513;0.14723;0.18933;NaN;same;64.4390;-4.9172;NaN;0.067;0.180
KU6;66.0255;29.8907;04-Mar-2010;-22.2300;-68.3300;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.18582;-0.11941;-0.05301;NaN;same;55.3974;-17.7707;NaN;0.067;0.180
KU6;66.0255;29.8907;04-Mar-2010;-22.2300;-68.3300;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.18556;-0.02987;0.12581;NaN;same;63.1264;3.4010;NaN;0.067;0.180
KU6;66.0255;29.8907;08-Jun-2011;-17.0800;-69.5200;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.09953;0.01610;0.13172;NaN;same;55.8799;-20.6685;NaN;0.067;0.220
KU6;66.0255;29.8907;08-Jun-2011;-17.0800;-69.5200;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.02438;0.13396;0.24354;NaN;same;63.3333;0.5980;NaN;0.067;0.220
KU6;66.0255;29.8907;20-Jun-2011;-21.7000;-68.2300;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.26766;-0.19694;-0.12623;NaN;same;55.3834;-17.9676;NaN;0.067;0.200
KU6;66.0255;29.8907;20-Jun-2011;-21.7000;-68.2300;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.15208;-0.08455;-0.01703;NaN;same;63.0928;3.0845;NaN;0.067;0.200
KU6;66.0255;29.8907;29-Jul-2011;-23.7800;179.7600;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.04525;0.12341;0.20157;NaN;same;74.9574;89.7052;NaN;0.067;0.200
KU6;66.0255;29.8907;29-Jul-2011;-23.7800;179.7600;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.03087;0.14995;0.26903;NaN;same;71.3059;45.0814;NaN;0.067;0.200
KU6;66.0255;29.8907;24-Aug-2014;-14.5900;-73.5800;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.00473;0.05908;0.12289;NaN;same;57.3405;-23.4475;NaN;0.067;0.280
KU6;66.0255;29.8907;24-Aug-2014;-14.5900;-73.5800;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.06520;0.13614;0.20709;NaN;same;64.2526;-0.7138;NaN;0.067;0.280
KU6;66.0255;29.8907;01-Nov-2014;-19.7000;-177.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.24443;-0.18020;-0.11598;NaN;same;76.4624;92.9382;NaN;0.067;0.200
KU6;66.0255;29.8907;01-Nov-2014;-19.7000;-177.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.11083;0.16296;0.21509;NaN;same;72.1468;45.3533;NaN;0.067;0.200
LILU;65.2856;19.8480;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.22036;-0.12458;-0.02880;NaN;same;69.0195;87.8141;NaN;0.067;0.200
LILU;65.2856;19.8480;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.06570;0.16855;0.27140;NaN;same;70.6681;50.0332;NaN;0.067;0.200
LNKU;58.2232;15.5047;31-Aug-2016;-3.6900;152.7900;SKKS;1.01;16.95;27.30;0.78;1.02;1.36;-0.84566;-0.78951;-0.73336;0.58574004;disc;66.5259;65.9903;NaN;0.067;0.220
LNKU;58.2232;15.5047;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.14762;-0.10037;-0.05312;0.58574004;disc;64.1827;34.6352;NaN;0.067;0.220
LOF;68.1310;13.5420;21-Jul-2014;-19.7800;-178.4400;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.04709;-0.01424;0.01861;NaN;same;84.4610;88.7465;NaN;0.067;0.200
LOF;68.1310;13.5420;21-Jul-2014;-19.7800;-178.4400;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.09968;-0.06390;-0.02811;NaN;same;75.7324;21.9769;NaN;0.067;0.200
LOF;68.1310;13.5420;01-Nov-2014;-19.7000;-177.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.08739;-0.03937;0.00866;NaN;same;84.7575;89.9762;NaN;0.067;0.200
LOF;68.1310;13.5420;01-Nov-2014;-19.7000;-177.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.05572;-0.01180;0.03213;NaN;same;75.8020;21.5908;NaN;0.067;0.200
LUNU;55.6320;13.4460;21-Sep-2013;-7.2600;119.9600;SKKS;-85.96;-69.63;-47.53;0.56;0.86;1.26;0.61276;0.69308;0.77339;NaN;same;51.4461;57.8683;NaN;0.067;0.200
LUNU;55.6320;13.4460;21-Sep-2013;-7.2600;119.9600;SKS;-55.62;-35.63;-27.30;0.60;0.90;1.32;0.62455;0.68292;0.74130;NaN;same;55.5375;37.6290;NaN;0.067;0.200
LVZ;67.8979;34.6514;23-Jan-2015;-17.0000;168.5300;SKKS;-5.06;7.82;19.21;0.80;0.90;1.00;-1.02396;-0.95698;-0.89000;NaN;same;69.9370;102.1518;NaN;0.067;0.200
LVZ;67.8979;34.6514;23-Jan-2015;-17.0000;168.5300;SKS;-17.19;-4.18;9.10;0.90;1.30;1.70;-1.27674;-1.16429;-1.05184;NaN;same;71.9731;61.3100;NaN;0.067;0.200
LVZ;67.8979;34.6514;20-Oct-2015;-14.8400;167.3100;SKKS;-7.08;2.32;13.15;0.80;1.00;1.20;-1.03173;-0.94373;-0.85572;NaN;same;69.4720;103.4286;NaN;0.067;0.260
LVZ;67.8979;34.6514;20-Oct-2015;-14.8400;167.3100;SKS;1.01;10.32;19.21;0.80;1.00;1.10;-1.36747;-1.28722;-1.20697;NaN;same;71.9836;63.1400;NaN;0.067;0.260
LVZ;67.8979;34.6514;25-Jul-2016;-26.1100;-70.6500;SKS;-39.44;-16.43;-11.12;0.50;1.00;1.50;0.50572;0.58845;0.67117;0.309509769;disc;66.3271;8.3560;NaN;0.067;0.260
LVZ;67.8979;34.6514;25-Jul-2016;-26.1100;-70.6500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.07365;0.13493;0.19621;0.309509769;disc;59.1529;-16.4741;NaN;0.067;0.260
LVZ;67.8979;34.6514;31-Aug-2016;-3.6900;152.7900;SKKS;-3.03;6.92;19.21;1.10;1.40;1.80;-0.93330;-0.82337;-0.71344;NaN;same;64.1499;103.0190;NaN;0.067;0.200
LVZ;67.8979;34.6514;31-Aug-2016;-3.6900;152.7900;SKS;3.03;6.92;9.10;1.20;1.20;1.30;-1.15781;-1.09774;-1.03767;NaN;same;69.6336;73.9120;NaN;0.067;0.200
LVZ;67.8979;34.6514;09-May-2017;-14.6000;167.3800;SKKS;-15.17;-7.84;-1.01;1.00;1.30;1.50;-1.17300;-1.10007;-1.02715;NaN;same;69.5180;103.5697;NaN;0.067;0.200
LVZ;67.8979;34.6514;09-May-2017;-14.6000;167.3800;SKS;-3.03;14.16;29.33;0.80;1.00;1.30;-0.97018;-0.90677;-0.84336;NaN;same;72.0160;63.2021;NaN;0.067;0.200
MEF;60.2172;24.3958;29-Apr-2008;-6.1100;127.4800;SKKS;29.33;47.63;61.69;0.70;1.10;1.50;-1.03196;-0.95357;-0.87519;NaN;same;53.6928;73.8478;NaN;0.067;0.200
MEF;60.2172;24.3958;29-Apr-2008;-6.1100;127.4800;SKS;9.10;27.63;51.57;0.60;0.90;1.30;-0.86398;-0.80326;-0.74254;NaN;same;59.0750;53.6489;NaN;0.067;0.180
MEF;60.2172;24.3958;08-Jul-2008;-15.9900;-71.7500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.25507;-0.19333;-0.13159;NaN;same;50.1629;-19.1005;NaN;0.067;0.180
MEF;60.2172;24.3958;08-Jul-2008;-15.9900;-71.7500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.17475;-0.12952;-0.08429;NaN;same;57.0025;-0.6940;NaN;0.053;0.160
MEF;60.2172;24.3958;08-Jun-2011;-17.0800;-69.5200;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.26056;-0.18256;-0.10456;NaN;same;49.3006;-18.0329;NaN;0.053;0.160
MEF;60.2172;24.3958;08-Jun-2011;-17.0800;-69.5200;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.24247;-0.19528;-0.14809;NaN;same;56.4627;-0.3062;NaN;0.067;0.260
MEF;60.2172;24.3958;30-Aug-2011;-6.3600;126.7600;SKKS;17.19;32.39;49.55;0.60;0.80;1.10;-0.73656;-0.63083;-0.52510;NaN;same;53.4161;73.4963;NaN;0.067;0.260
MEF;60.2172;24.3958;30-Aug-2011;-6.3600;126.7600;SKS;19.21;26.39;37.42;0.70;0.80;0.90;-0.70877;-0.67708;-0.64538;NaN;same;58.8916;53.5305;NaN;0.061;0.280
MEF;60.2172;24.3958;21-Sep-2013;-7.2600;119.9600;SKKS;31.35;44.80;59.66;0.80;1.10;1.40;-1.03015;-0.91326;-0.79638;NaN;same;50.7840;71.2638;NaN;0.061;0.280
MEF;60.2172;24.3958;21-Sep-2013;-7.2600;119.9600;SKS;23.26;36.80;61.69;0.40;0.60;0.70;-0.59295;-0.55084;-0.50874;NaN;same;57.0565;53.7834;NaN;0.067;0.260
MEF;60.2172;24.3958;25-Jul-2016;-26.1100;-70.6500;SKKS;11.12;34.48;59.66;0.44;0.64;0.94;-0.61661;-0.58103;-0.54545;0.544940002;disc;49.0356;-14.3328;NaN;0.067;0.260
MEF;60.2172;24.3958;25-Jul-2016;-26.1100;-70.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.00051;0.04642;0.09334;0.544940002;disc;56.5886;3.7443;NaN;0.067;0.220
MEF;60.2172;24.3958;04-Aug-2016;-22.3300;-66.0000;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.32926;-0.17468;-0.02009;NaN;same;47.8276;-14.7304;NaN;0.067;0.220
MEF;60.2172;24.3958;04-Aug-2016;-22.3300;-66.0000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.08631;0.17774;0.26916;NaN;same;55.6733;2.0474;NaN;0.067;0.200
MOR;66.2860;14.7350;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.12823;-0.08280;-0.03737;NaN;same;71.5263;87.8381;NaN;0.067;0.200
MOR;66.2860;14.7350;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.00880;0.07452;0.14024;NaN;same;72.6036;44.8392;NaN;0.067;0.200
MOR;66.2860;14.7350;09-May-2017;-14.6000;167.3800;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.05232;0.13678;0.22125;NaN;same;77.1684;84.0661;NaN;0.067;0.200
MOR;66.2860;14.7350;09-May-2017;-14.6000;167.3800;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.07676;0.16003;0.24330;NaN;same;73.2788;32.3268;NaN;0.067;0.260
MOS;65.7875;19.0294;21-Jul-2014;-19.7800;-178.4400;SKKS;57.64;64.56;71.80;1.04;1.20;1.38;1.32522;1.39624;1.46726;NaN;same;80.7824;77.3758;NaN;0.067;0.260
MOS;65.7875;19.0294;21-Jul-2014;-19.7800;-178.4400;SKS;51.57;60.56;75.84;0.78;0.98;1.20;1.11907;1.23243;1.34579;NaN;same;72.6973;29.0408;NaN;0.067;0.200
MSF;65.9113;29.0402;25-Aug-2006;-24.4100;-67.0300;SKKS;11.12;26.90;47.53;0.40;0.50;0.90;-0.51100;-0.48395;-0.45689;0.498420764;disc;54.6032;-16.6092;NaN;0.067;0.200
MSF;65.9113;29.0402;25-Aug-2006;-24.4100;-67.0300;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.04153;0.06939;0.09725;0.498420764;disc;62.5926;3.7304;NaN;0.067;0.260
MSF;65.9113;29.0402;23-May-2008;-7.0600;129.4800;SKKS;11.12;27.34;49.55;0.50;0.90;1.40;-0.76418;-0.61010;-0.45602;NaN;same;56.3151;84.6236;NaN;0.067;0.260
MSF;65.9113;29.0402;23-May-2008;-7.0600;129.4800;SKS;27.30;37.34;47.53;0.80;1.00;1.20;-1.21269;-1.10829;-1.00389;NaN;same;63.2900;64.5248;NaN;0.067;0.200
MSF;65.9113;29.0402;12-Jul-2010;-22.1500;-68.2000;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.21858;-0.14331;-0.06804;NaN;same;54.9885;-18.1460;NaN;0.067;0.200
MSF;65.9113;29.0402;12-Jul-2010;-22.1500;-68.2000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.03055;0.02629;0.08314;NaN;same;62.7991;2.5561;NaN;0.067;0.200
MSF;65.9113;29.0402;08-Jun-2011;-17.0800;-69.5200;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.26845;-0.16375;-0.05905;NaN;same;55.5075;-21.0341;NaN;0.067;0.200
MSF;65.9113;29.0402;08-Jun-2011;-17.0800;-69.5200;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.00341;0.09186;0.18031;NaN;same;63.0314;-0.1525;NaN;0.067;0.200
MSF;65.9113;29.0402;28-May-2012;-28.0400;-63.0900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.27657;-0.18979;-0.10302;NaN;same;53.5307;-13.2192;NaN;0.067;0.160
MSF;65.9113;29.0402;28-May-2012;-28.0400;-63.0900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.07372;-0.01636;0.04100;NaN;same;61.9615;5.7971;NaN;0.067;0.200
MSF;65.9113;29.0402;21-Jul-2014;-19.7800;-178.4400;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.10732;0.14988;0.19244;NaN;same;76.4775;91.1751;NaN;0.067;0.200
MSF;65.9113;29.0402;21-Jul-2014;-19.7800;-178.4400;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.09218;0.13168;0.17118;NaN;same;71.9826;44.0955;NaN;0.067;0.200
MSF;65.9113;29.0402;01-Nov-2014;-19.7000;-177.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.12330;0.16498;0.20667;NaN;same;76.7621;91.6751;NaN;0.067;0.200
MSF;65.9113;29.0402;01-Nov-2014;-19.7000;-177.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.09985;0.19773;0.29562;NaN;same;72.1016;43.9745;NaN;0.067;0.200
MSF;65.9113;29.0402;14-Jun-2016;-18.7700;168.8200;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.15577;-0.05447;0.04682;NaN;same;71.0754;91.2732;NaN;0.067;0.200
MSF;65.9113;29.0402;14-Jun-2016;-18.7700;168.8200;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.20151;-0.11456;-0.02761;NaN;same;70.6416;49.9847;NaN;0.067;0.260
MSF;65.9113;29.0402;25-Jul-2016;-26.1100;-70.6500;SKKS;13.15;25.31;49.55;0.40;0.70;1.00;-0.61282;-0.56945;-0.52608;0.53469816;disc;55.6945;-17.1356;NaN;0.067;0.260
MSF;65.9113;29.0402;25-Jul-2016;-26.1100;-70.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.00862;0.06206;0.11551;0.53469816;disc;63.2905;4.5370;NaN;0.067;0.260
MSF;65.9113;29.0402;23-Aug-2016;-7.2800;122.4500;SKKS;17.19;31.88;49.55;0.50;0.80;1.20;-0.88175;-0.81020;-0.73866;NaN;same;53.9802;81.2304;NaN;0.067;0.260
MSF;65.9113;29.0402;23-Aug-2016;-7.2800;122.4500;SKS;19.21;23.88;29.33;1.00;1.20;1.40;-0.86752;-0.76298;-0.65843;NaN;same;61.4621;63.8772;NaN;0.067;0.200
MSF;65.9113;29.0402;31-Aug-2016;-3.6900;152.7900;SKKS;-13.15;-0.04;9.10;1.20;1.70;2.30;-0.91445;-0.84086;-0.76727;NaN;same;65.5051;95.4050;NaN;0.067;0.260
MSF;65.9113;29.0402;31-Aug-2016;-3.6900;152.7900;SKS;-9.10;3.96;19.21;0.60;0.70;0.90;-0.77807;-0.72461;-0.67116;NaN;same;69.2998;63.2334;NaN;0.067;0.200
MTSE;58.7144;23.8146;21-Jul-2007;-22.1500;-65.7800;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.05352;0.11124;0.16896;NaN;same;46.2037;-14.0172;NaN;0.067;0.200
MTSE;58.7144;23.8146;21-Jul-2007;-22.1500;-65.7800;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.12401;0.18002;0.23604;NaN;same;53.9710;2.1561;NaN;0.067;0.200
MTSE;58.7144;23.8146;08-Jul-2008;-15.9900;-71.7500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.06598;0.10788;0.14979;NaN;same;48.6739;-18.2021;NaN;0.067;0.200
MTSE;58.7144;23.8146;08-Jul-2008;-15.9900;-71.7500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.04880;0.09160;0.13439;NaN;same;55.3898;-0.3633;NaN;0.067;0.200
MTSE;58.7144;23.8146;24-Aug-2014;-14.5900;-73.5800;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.00333;0.03693;0.07718;NaN;same;49.4709;-19.2125;NaN;0.067;0.200
MTSE;58.7144;23.8146;24-Aug-2014;-14.5900;-73.5800;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.08465;0.12010;0.15555;NaN;same;55.8608;-0.8716;NaN;0.067;0.200
MTSE;58.7144;23.8146;24-Sep-2014;-23.8500;-66.5500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.10406;-0.02504;0.05397;NaN;same;46.3038;-13.5247;NaN;0.067;0.200
MTSE;58.7144;23.8146;24-Sep-2014;-23.8500;-66.5500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.14525;-0.07882;-0.01239;NaN;same;54.1197;2.8603;NaN;0.067;0.240
N1316;65.2070;16.1439;21-Jul-2014;-19.7800;-178.4400;SKKS;63.71;77.08;87.98;0.72;0.98;1.30;0.91963;0.98307;1.04651;NaN;same;81.5972;68.2683;NaN;0.067;0.240
N1316;65.2070;16.1439;21-Jul-2014;-19.7800;-178.4400;SKS;57.64;77.08;-92.02;0.68;1.02;1.46;0.81632;0.90121;0.98610;NaN;same;72.2210;24.2800;NaN;0.067;0.260
N1320;65.7440;16.1918;21-Jul-2014;-19.7800;-178.4400;SKKS;53.60;64.98;75.84;0.80;0.96;1.14;1.03300;1.07530;1.11759;NaN;same;81.9759;71.8068;NaN;0.067;0.260
N1320;65.7440;16.1918;21-Jul-2014;-19.7800;-178.4400;SKS;41.46;48.98;59.66;0.88;1.12;1.42;0.81875;0.89957;0.98039;NaN;same;72.8378;24.6666;NaN;0.067;0.200
N2IH;67.9662;15.9367;07-May-2015;-7.2300;154.5500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.02059;0.06315;0.10572;NaN;same;72.0434;93.4165;NaN;0.067;0.200
N2IH;67.9662;15.9367;07-May-2015;-7.2300;154.5500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.03941;0.12867;0.21793;NaN;same;73.9418;47.5903;NaN;0.067;0.200
NAO01;60.8442;10.8865;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.02358;0.16958;0.36273;NaN;same;70.4056;67.3058;NaN;0.067;0.200
NAO01;60.8442;10.8865;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.18869;-0.12480;-0.06092;NaN;same;67.6288;30.8457;NaN;0.067;0.200
NASU;58.9278;13.1862;25-Jul-2016;-26.1100;-70.6500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.02667;0.07061;0.11455;NaN;same;44.2501;-21.8025;NaN;0.067;0.200
NASU;58.9278;13.1862;25-Jul-2016;-26.1100;-70.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.20708;-0.13110;-0.05512;NaN;same;52.9182;-7.1209;NaN;0.067;0.200
NB201;61.0495;11.2939;24-Oct-2009;-6.1300;130.3800;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.06547;0.14965;0.23384;NaN;same;60.5547;65.6103;NaN;0.067;0.200
NB201;61.0495;11.2939;24-Oct-2009;-6.1300;130.3800;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.01409;0.08059;0.14708;NaN;same;63.5642;38.4553;NaN;0.067;0.200
NB201;61.0495;11.2939;30-Aug-2011;-6.3600;126.7600;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.19742;-0.10729;-0.01715;NaN;same;59.1600;64.4103;NaN;0.067;0.200
NB201;61.0495;11.2939;30-Aug-2011;-6.3600;126.7600;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.12720;0.19172;0.25625;NaN;same;62.7775;38.8225;NaN;0.067;0.180
NBO00;61.0308;10.7774;23-Apr-2000;-28.3100;-62.9900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.00648;0.08463;0.16278;NaN;same;43.5881;-21.3437;NaN;0.067;0.180
NBO00;61.0308;10.7774;23-Apr-2000;-28.3100;-62.9900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.27739;-0.19285;-0.10831;NaN;same;53.2789;-8.6987;NaN;0.067;0.180
NBO00;61.0308;10.7774;24-Oct-2009;-6.1300;130.3800;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.00674;0.06743;0.14159;NaN;same;60.7509;65.1664;NaN;0.067;0.200
NBO00;61.0308;10.7774;24-Oct-2009;-6.1300;130.3800;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.08867;0.14668;0.20470;NaN;same;63.6542;37.7826;NaN;0.067;0.200
NBO00;61.0308;10.7774;02-Sep-2011;-28.4000;-63.0700;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.07903;0.05368;0.18638;NaN;same;43.5913;-21.3543;NaN;0.067;0.200
NBO00;61.0308;10.7774;02-Sep-2011;-28.4000;-63.0700;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.29428;-0.19224;-0.09021;NaN;same;53.2899;-8.6897;NaN;0.067;0.240
NBO00;61.0308;10.7774;06-Apr-2013;-3.5200;138.4800;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.02664;0.12874;0.23084;NaN;same;64.4108;67.8773;NaN;0.067;0.240
NBO00;61.0308;10.7774;06-Apr-2013;-3.5200;138.4800;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.27376;-0.01616;0.24143;NaN;same;65.5716;36.7894;NaN;0.067;0.200
NBO00;61.0308;10.7774;25-Jul-2016;-26.1100;-70.6500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.07062;0.13847;0.20632;NaN;same;45.5337;-24.9211;NaN;0.067;0.200
NBO00;61.0308;10.7774;25-Jul-2016;-26.1100;-70.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.23839;-0.10172;0.03495;NaN;same;54.6076;-10.3742;NaN;0.067;0.170
NC204;61.2759;10.7629;02-Sep-2011;-28.4000;-63.0700;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.05061;0.09468;0.23997;NaN;same;43.8304;-21.5036;NaN;0.067;0.170
NC204;61.2759;10.7629;02-Sep-2011;-28.4000;-63.0700;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.03610;0.15545;0.27481;NaN;same;53.5504;-8.7944;NaN;0.067;0.200
NC204;61.2759;10.7629;28-May-2016;-56.2000;-26.8900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.29146;-0.19578;-0.10011;NaN;same;39.1204;-0.9155;NaN;0.067;0.200
NC204;61.2759;10.7629;28-May-2016;-56.2000;-26.8900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.20384;-0.11595;-0.02806;NaN;same;51.8925;4.3382;NaN;0.067;0.260
NC204;61.2759;10.7629;25-Jul-2016;-26.1100;-70.6500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.02168;0.05457;0.13082;NaN;same;45.7640;-25.0981;NaN;0.067;0.260
NC204;61.2759;10.7629;25-Jul-2016;-26.1100;-70.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.15255;-0.01922;0.11410;NaN;same;54.8579;-10.5078;NaN;0.075;0.240
NC204;61.2759;10.7629;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.27804;-0.17565;-0.07326;NaN;same;70.7470;68.3686;NaN;0.075;0.240
NC204;61.2759;10.7629;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.24027;-0.11114;0.01798;NaN;same;68.1109;31.1754;NaN;0.067;0.200
NC303;61.2251;11.3690;25-Jul-2016;-26.1100;-70.6500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.00845;0.03390;0.05935;NaN;same;45.8984;-24.6415;NaN;0.067;0.200
NC303;61.2251;11.3690;25-Jul-2016;-26.1100;-70.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.00558;0.04791;0.10140;NaN;same;54.9225;-9.9287;NaN;0.067;0.200
